Loading EasyOCR; transcript_count=8
OCR 7645652035567750436 8/187
OCR 7645652035567750436 16/187
OCR 7645652035567750436 24/187
OCR 7645652035567750436 32/187
OCR 7645652035567750436 40/187
OCR 7645652035567750436 48/187
OCR 7645652035567750436 56/187
OCR 7645652035567750436 64/187
OCR 7645652035567750436 72/187
OCR 7645652035567750436 80/187
OCR 7645652035567750436 88/187
OCR 7645652035567750436 96/187
OCR 7645652035567750436 104/187
OCR 7645652035567750436 112/187
OCR 7645652035567750436 120/187
OCR 7645652035567750436 128/187
OCR 7645652035567750436 136/187
OCR 7645652035567750436 144/187
OCR 7645652035567750436 152/187
OCR 7645652035567750436 160/187
OCR 7645652035567750436 168/187
OCR 7645652035567750436 176/187
OCR 7645652035567750436 184/187
OCR 7645652035567750436 187/187
DONE 1/8 7645652035567750436
OCR 7645942254057688326 8/174
OCR 7645942254057688326 16/174
OCR 7645942254057688326 24/174
OCR 7645942254057688326 32/174
OCR 7645942254057688326 40/174
OCR 7645942254057688326 48/174
OCR 7645942254057688326 56/174
OCR 7645942254057688326 64/174
OCR 7645942254057688326 72/174
OCR 7645942254057688326 80/174
OCR 7645942254057688326 88/174
OCR 7645942254057688326 96/174
OCR 7645942254057688326 104/174
OCR 7645942254057688326 112/174
OCR 7645942254057688326 120/174
OCR 7645942254057688326 128/174
OCR 7645942254057688326 136/174
OCR 7645942254057688326 144/174
OCR 7645942254057688326 152/174
OCR 7645942254057688326 160/174
OCR 7645942254057688326 168/174
OCR 7645942254057688326 174/174
DONE 2/8 7645942254057688326
OCR 7646373169162472767 8/265
OCR 7646373169162472767 16/265
OCR 7646373169162472767 24/265
OCR 7646373169162472767 32/265
OCR 7646373169162472767 40/265
OCR 7646373169162472767 48/265
OCR 7646373169162472767 56/265
OCR 7646373169162472767 64/265
OCR 7646373169162472767 72/265
OCR 7646373169162472767 80/265
OCR 7646373169162472767 88/265
OCR 7646373169162472767 96/265
OCR 7646373169162472767 104/265
OCR 7646373169162472767 112/265
OCR 7646373169162472767 120/265
OCR 7646373169162472767 128/265
OCR 7646373169162472767 136/265
OCR 7646373169162472767 144/265
OCR 7646373169162472767 152/265
OCR 7646373169162472767 160/265
OCR 7646373169162472767 168/265
OCR 7646373169162472767 176/265
OCR 7646373169162472767 184/265
OCR 7646373169162472767 192/265
OCR 7646373169162472767 200/265
OCR 7646373169162472767 208/265
OCR 7646373169162472767 216/265
OCR 7646373169162472767 224/265
OCR 7646373169162472767 232/265
OCR 7646373169162472767 240/265
OCR 7646373169162472767 248/265
OCR 7646373169162472767 256/265
OCR 7646373169162472767 264/265
OCR 7646373169162472767 265/265
DONE 3/8 7646373169162472767
OCR 7647138694075321610 8/245
OCR 7647138694075321610 16/245
OCR 7647138694075321610 24/245
OCR 7647138694075321610 32/245
OCR 7647138694075321610 40/245
OCR 7647138694075321610 48/245
OCR 7647138694075321610 56/245
OCR 7647138694075321610 64/245
OCR 7647138694075321610 72/245
OCR 7647138694075321610 80/245
OCR 7647138694075321610 88/245
OCR 7647138694075321610 96/245
OCR 7647138694075321610 104/245
OCR 7647138694075321610 112/245
OCR 7647138694075321610 120/245
OCR 7647138694075321610 128/245
OCR 7647138694075321610 136/245
OCR 7647138694075321610 144/245
OCR 7647138694075321610 152/245
OCR 7647138694075321610 160/245
OCR 7647138694075321610 168/245
OCR 7647138694075321610 176/245
OCR 7647138694075321610 184/245
OCR 7647138694075321610 192/245
OCR 7647138694075321610 200/245
OCR 7647138694075321610 208/245
OCR 7647138694075321610 216/245
OCR 7647138694075321610 224/245
OCR 7647138694075321610 232/245
OCR 7647138694075321610 240/245
OCR 7647138694075321610 245/245
DONE 4/8 7647138694075321610
OCR 7647472332063264054 8/223
OCR 7647472332063264054 16/223
OCR 7647472332063264054 24/223
OCR 7647472332063264054 32/223
OCR 7647472332063264054 40/223
OCR 7647472332063264054 48/223
OCR 7647472332063264054 56/223
OCR 7647472332063264054 64/223
OCR 7647472332063264054 72/223
OCR 7647472332063264054 80/223
OCR 7647472332063264054 88/223
OCR 7647472332063264054 96/223
OCR 7647472332063264054 104/223
OCR 7647472332063264054 112/223
OCR 7647472332063264054 120/223
OCR 7647472332063264054 128/223
OCR 7647472332063264054 136/223
OCR 7647472332063264054 144/223
OCR 7647472332063264054 152/223
OCR 7647472332063264054 160/223
OCR 7647472332063264054 168/223
OCR 7647472332063264054 176/223
OCR 7647472332063264054 184/223
OCR 7647472332063264054 192/223
OCR 7647472332063264054 200/223
OCR 7647472332063264054 208/223
OCR 7647472332063264054 216/223
OCR 7647472332063264054 223/223
DONE 5/8 7647472332063264054
OCR 7647897900562861366 8/176
OCR 7647897900562861366 16/176
OCR 7647897900562861366 24/176
OCR 7647897900562861366 32/176
OCR 7647897900562861366 40/176
OCR 7647897900562861366 48/176
OCR 7647897900562861366 56/176
OCR 7647897900562861366 64/176
OCR 7647897900562861366 72/176
OCR 7647897900562861366 80/176
OCR 7647897900562861366 88/176
OCR 7647897900562861366 96/176
OCR 7647897900562861366 104/176
OCR 7647897900562861366 112/176
OCR 7647897900562861366 120/176
OCR 7647897900562861366 128/176
OCR 7647897900562861366 136/176
OCR 7647897900562861366 144/176
OCR 7647897900562861366 152/176
OCR 7647897900562861366 160/176
OCR 7647897900562861366 168/176
OCR 7647897900562861366 176/176
DONE 6/8 7647897900562861366
OCR 7648251421615246611 8/212
OCR 7648251421615246611 16/212
OCR 7648251421615246611 24/212
OCR 7648251421615246611 32/212
OCR 7648251421615246611 40/212
OCR 7648251421615246611 48/212
OCR 7648251421615246611 56/212
OCR 7648251421615246611 64/212
OCR 7648251421615246611 72/212
OCR 7648251421615246611 80/212
OCR 7648251421615246611 88/212
OCR 7648251421615246611 96/212
OCR 7648251421615246611 104/212
OCR 7648251421615246611 112/212
OCR 7648251421615246611 120/212
OCR 7648251421615246611 128/212
OCR 7648251421615246611 136/212
OCR 7648251421615246611 144/212
OCR 7648251421615246611 152/212
OCR 7648251421615246611 160/212
OCR 7648251421615246611 168/212
OCR 7648251421615246611 176/212
OCR 7648251421615246611 184/212
OCR 7648251421615246611 192/212
OCR 7648251421615246611 200/212
OCR 7648251421615246611 208/212
OCR 7648251421615246611 212/212
DONE 7/8 7648251421615246611
OCR 7648608700575288619 8/225
