Loading EasyOCR; transcript_count=26
OCR 7642250423872638223 8/233
OCR 7642250423872638223 16/233
OCR 7642250423872638223 24/233
OCR 7642250423872638223 32/233
OCR 7642250423872638223 40/233
OCR 7642250423872638223 48/233
OCR 7642250423872638223 56/233
OCR 7642250423872638223 64/233
OCR 7642250423872638223 72/233
OCR 7642250423872638223 80/233
OCR 7642250423872638223 88/233
OCR 7642250423872638223 96/233
OCR 7642250423872638223 104/233
OCR 7642250423872638223 112/233
OCR 7642250423872638223 120/233
OCR 7642250423872638223 128/233
OCR 7642250423872638223 136/233
OCR 7642250423872638223 144/233
OCR 7642250423872638223 152/233
OCR 7642250423872638223 160/233
OCR 7642250423872638223 168/233
OCR 7642250423872638223 176/233
OCR 7642250423872638223 184/233
OCR 7642250423872638223 192/233
OCR 7642250423872638223 200/233
OCR 7642250423872638223 208/233
OCR 7642250423872638223 216/233
OCR 7642250423872638223 224/233
OCR 7642250423872638223 232/233
OCR 7642250423872638223 233/233
DONE 1/26 7642250423872638223
OCR 7642692521780464936 8/162
OCR 7642692521780464936 16/162
OCR 7642692521780464936 24/162
OCR 7642692521780464936 32/162
OCR 7642692521780464936 40/162
OCR 7642692521780464936 48/162
OCR 7642692521780464936 56/162
OCR 7642692521780464936 64/162
OCR 7642692521780464936 72/162
OCR 7642692521780464936 80/162
OCR 7642692521780464936 88/162
OCR 7642692521780464936 96/162
OCR 7642692521780464936 104/162
OCR 7642692521780464936 112/162
OCR 7642692521780464936 120/162
OCR 7642692521780464936 128/162
OCR 7642692521780464936 136/162
OCR 7642692521780464936 144/162
OCR 7642692521780464936 152/162
OCR 7642692521780464936 160/162
OCR 7642692521780464936 162/162
DONE 2/26 7642692521780464936
OCR 7643072492197727503 8/215
OCR 7643072492197727503 16/215
OCR 7643072492197727503 24/215
OCR 7643072492197727503 32/215
OCR 7643072492197727503 40/215
OCR 7643072492197727503 48/215
OCR 7643072492197727503 56/215
OCR 7643072492197727503 64/215
OCR 7643072492197727503 72/215
OCR 7643072492197727503 80/215
OCR 7643072492197727503 88/215
OCR 7643072492197727503 96/215
OCR 7643072492197727503 104/215
OCR 7643072492197727503 112/215
OCR 7643072492197727503 120/215
OCR 7643072492197727503 128/215
OCR 7643072492197727503 136/215
OCR 7643072492197727503 144/215
OCR 7643072492197727503 152/215
OCR 7643072492197727503 160/215
OCR 7643072492197727503 168/215
OCR 7643072492197727503 176/215
OCR 7643072492197727503 184/215
OCR 7643072492197727503 192/215
OCR 7643072492197727503 200/215
OCR 7643072492197727503 208/215
OCR 7643072492197727503 215/215
DONE 3/26 7643072492197727503
OCR 7643434162665442575 8/206
OCR 7643434162665442575 16/206
OCR 7643434162665442575 24/206
OCR 7643434162665442575 32/206
OCR 7643434162665442575 40/206
OCR 7643434162665442575 48/206
OCR 7643434162665442575 56/206
OCR 7643434162665442575 64/206
OCR 7643434162665442575 72/206
OCR 7643434162665442575 80/206
OCR 7643434162665442575 88/206
OCR 7643434162665442575 96/206
OCR 7643434162665442575 104/206
OCR 7643434162665442575 112/206
OCR 7643434162665442575 120/206
OCR 7643434162665442575 128/206
OCR 7643434162665442575 136/206
OCR 7643434162665442575 144/206
OCR 7643434162665442575 152/206
OCR 7643434162665442575 160/206
OCR 7643434162665442575 168/206
OCR 7643434162665442575 176/206
OCR 7643434162665442575 184/206
OCR 7643434162665442575 192/206
OCR 7643434162665442575 200/206
OCR 7643434162665442575 206/206
DONE 4/26 7643434162665442575
OCR 7643833205165968680 8/219
OCR 7643833205165968680 16/219
OCR 7643833205165968680 24/219
OCR 7643833205165968680 32/219
OCR 7643833205165968680 40/219
OCR 7643833205165968680 48/219
OCR 7643833205165968680 56/219
OCR 7643833205165968680 64/219
OCR 7643833205165968680 72/219
OCR 7643833205165968680 80/219
OCR 7643833205165968680 88/219
OCR 7643833205165968680 96/219
OCR 7643833205165968680 104/219
OCR 7643833205165968680 112/219
OCR 7643833205165968680 120/219
OCR 7643833205165968680 128/219
OCR 7643833205165968680 136/219
OCR 7643833205165968680 144/219
OCR 7643833205165968680 152/219
OCR 7643833205165968680 160/219
OCR 7643833205165968680 168/219
OCR 7643833205165968680 176/219
OCR 7643833205165968680 184/219
OCR 7643833205165968680 192/219
OCR 7643833205165968680 200/219
OCR 7643833205165968680 208/219
OCR 7643833205165968680 216/219
OCR 7643833205165968680 219/219
DONE 5/26 7643833205165968680
OCR 7644195046853578036 8/167
OCR 7644195046853578036 16/167
OCR 7644195046853578036 24/167
OCR 7644195046853578036 32/167
OCR 7644195046853578036 40/167
OCR 7644195046853578036 48/167
OCR 7644195046853578036 56/167
OCR 7644195046853578036 64/167
OCR 7644195046853578036 72/167
OCR 7644195046853578036 80/167
OCR 7644195046853578036 88/167
OCR 7644195046853578036 96/167
OCR 7644195046853578036 104/167
OCR 7644195046853578036 112/167
OCR 7644195046853578036 120/167
OCR 7644195046853578036 128/167
OCR 7644195046853578036 136/167
OCR 7644195046853578036 144/167
OCR 7644195046853578036 152/167
OCR 7644195046853578036 160/167
OCR 7644195046853578036 167/167
DONE 6/26 7644195046853578036
OCR 7644578524879129899 8/248
OCR 7644578524879129899 16/248
OCR 7644578524879129899 24/248
OCR 7644578524879129899 32/248
OCR 7644578524879129899 40/248
OCR 7644578524879129899 48/248
OCR 7644578524879129899 56/248
OCR 7644578524879129899 64/248
OCR 7644578524879129899 72/248
OCR 7644578524879129899 80/248
OCR 7644578524879129899 88/248
OCR 7644578524879129899 96/248
OCR 7644578524879129899 104/248
OCR 7644578524879129899 112/248
OCR 7644578524879129899 120/248
OCR 7644578524879129899 128/248
OCR 7644578524879129899 136/248
OCR 7644578524879129899 144/248
OCR 7644578524879129899 152/248
OCR 7644578524879129899 160/248
OCR 7644578524879129899 168/248
OCR 7644578524879129899 176/248
OCR 7644578524879129899 184/248
OCR 7644578524879129899 192/248
OCR 7644578524879129899 200/248
OCR 7644578524879129899 208/248
OCR 7644578524879129899 216/248
OCR 7644578524879129899 224/248
OCR 7644578524879129899 232/248
OCR 7644578524879129899 240/248
OCR 7644578524879129899 248/248
DONE 7/26 7644578524879129899
OCR 7644889050234506538 8/233
OCR 7644889050234506538 16/233
OCR 7644889050234506538 24/233
OCR 7644889050234506538 32/233
OCR 7644889050234506538 40/233
OCR 7644889050234506538 48/233
OCR 7644889050234506538 56/233
OCR 7644889050234506538 64/233
OCR 7644889050234506538 72/233
OCR 7644889050234506538 80/233
OCR 7644889050234506538 88/233
OCR 7644889050234506538 96/233
OCR 7644889050234506538 104/233
OCR 7644889050234506538 112/233
OCR 7644889050234506538 120/233
OCR 7644889050234506538 128/233
OCR 7644889050234506538 136/233
OCR 7644889050234506538 144/233
OCR 7644889050234506538 152/233
OCR 7644889050234506538 160/233
OCR 7644889050234506538 168/233
OCR 7644889050234506538 176/233
OCR 7644889050234506538 184/233
OCR 7644889050234506538 192/233
OCR 7644889050234506538 200/233
OCR 7644889050234506538 208/233
OCR 7644889050234506538 216/233
OCR 7644889050234506538 224/233
OCR 7644889050234506538 232/233
OCR 7644889050234506538 233/233
DONE 8/26 7644889050234506538
OCR 7645207502186908947 8/189
OCR 7645207502186908947 16/189
OCR 7645207502186908947 24/189
OCR 7645207502186908947 32/189
OCR 7645207502186908947 40/189
OCR 7645207502186908947 48/189
OCR 7645207502186908947 56/189
OCR 7645207502186908947 64/189
OCR 7645207502186908947 72/189
OCR 7645207502186908947 80/189
OCR 7645207502186908947 88/189
OCR 7645207502186908947 96/189
OCR 7645207502186908947 104/189
OCR 7645207502186908947 112/189
OCR 7645207502186908947 120/189
OCR 7645207502186908947 128/189
OCR 7645207502186908947 136/189
OCR 7645207502186908947 144/189
OCR 7645207502186908947 152/189
OCR 7645207502186908947 160/189
OCR 7645207502186908947 168/189
OCR 7645207502186908947 176/189
OCR 7645207502186908947 184/189
OCR 7645207502186908947 189/189
DONE 9/26 7645207502186908947
OCR 7645652035567750436 8/187
OCR 7645652035567750436 16/187
OCR 7645652035567750436 24/187
OCR 7645652035567750436 32/187
