Loading EasyOCR; transcript_count=10
OCR 7658266531562671412 8/288
OCR 7658266531562671412 16/288
OCR 7658266531562671412 24/288
OCR 7658266531562671412 32/288
OCR 7658266531562671412 40/288
OCR 7658266531562671412 48/288
OCR 7658266531562671412 56/288
OCR 7658266531562671412 64/288
OCR 7658266531562671412 72/288
OCR 7658266531562671412 80/288
OCR 7658266531562671412 88/288
OCR 7658266531562671412 96/288
OCR 7658266531562671412 104/288
OCR 7658266531562671412 112/288
OCR 7658266531562671412 120/288
OCR 7658266531562671412 128/288
OCR 7658266531562671412 136/288
OCR 7658266531562671412 144/288
OCR 7658266531562671412 152/288
OCR 7658266531562671412 160/288
OCR 7658266531562671412 168/288
OCR 7658266531562671412 176/288
OCR 7658266531562671412 184/288
OCR 7658266531562671412 192/288
OCR 7658266531562671412 200/288
OCR 7658266531562671412 208/288
OCR 7658266531562671412 216/288
OCR 7658266531562671412 224/288
OCR 7658266531562671412 232/288
OCR 7658266531562671412 240/288
OCR 7658266531562671412 248/288
OCR 7658266531562671412 256/288
OCR 7658266531562671412 264/288
OCR 7658266531562671412 272/288
OCR 7658266531562671412 280/288
OCR 7658266531562671412 288/288
DONE 1/10 7658266531562671412
OCR 7658628033149930793 8/704
OCR 7658628033149930793 16/704
OCR 7658628033149930793 24/704
OCR 7658628033149930793 32/704
OCR 7658628033149930793 40/704
OCR 7658628033149930793 48/704
OCR 7658628033149930793 56/704
OCR 7658628033149930793 64/704
OCR 7658628033149930793 72/704
OCR 7658628033149930793 80/704
OCR 7658628033149930793 88/704
OCR 7658628033149930793 96/704
OCR 7658628033149930793 104/704
OCR 7658628033149930793 112/704
OCR 7658628033149930793 120/704
OCR 7658628033149930793 128/704
OCR 7658628033149930793 136/704
OCR 7658628033149930793 144/704
OCR 7658628033149930793 152/704
OCR 7658628033149930793 160/704
OCR 7658628033149930793 168/704
OCR 7658628033149930793 176/704
OCR 7658628033149930793 184/704
OCR 7658628033149930793 192/704
OCR 7658628033149930793 200/704
OCR 7658628033149930793 208/704
OCR 7658628033149930793 216/704
OCR 7658628033149930793 224/704
OCR 7658628033149930793 232/704
OCR 7658628033149930793 240/704
OCR 7658628033149930793 248/704
OCR 7658628033149930793 256/704
OCR 7658628033149930793 264/704
OCR 7658628033149930793 272/704
OCR 7658628033149930793 280/704
OCR 7658628033149930793 288/704
OCR 7658628033149930793 296/704
OCR 7658628033149930793 304/704
OCR 7658628033149930793 312/704
OCR 7658628033149930793 320/704
OCR 7658628033149930793 328/704
OCR 7658628033149930793 336/704
OCR 7658628033149930793 344/704
OCR 7658628033149930793 352/704
OCR 7658628033149930793 360/704
OCR 7658628033149930793 368/704
OCR 7658628033149930793 376/704
OCR 7658628033149930793 384/704
OCR 7658628033149930793 392/704
OCR 7658628033149930793 400/704
OCR 7658628033149930793 408/704
OCR 7658628033149930793 416/704
OCR 7658628033149930793 424/704
OCR 7658628033149930793 432/704
OCR 7658628033149930793 440/704
OCR 7658628033149930793 448/704
OCR 7658628033149930793 456/704
OCR 7658628033149930793 464/704
OCR 7658628033149930793 472/704
OCR 7658628033149930793 480/704
OCR 7658628033149930793 488/704
OCR 7658628033149930793 496/704
OCR 7658628033149930793 504/704
OCR 7658628033149930793 512/704
OCR 7658628033149930793 520/704
OCR 7658628033149930793 528/704
OCR 7658628033149930793 536/704
OCR 7658628033149930793 544/704
OCR 7658628033149930793 552/704
OCR 7658628033149930793 560/704
OCR 7658628033149930793 568/704
OCR 7658628033149930793 576/704
OCR 7658628033149930793 584/704
OCR 7658628033149930793 592/704
OCR 7658628033149930793 600/704
OCR 7658628033149930793 608/704
OCR 7658628033149930793 616/704
OCR 7658628033149930793 624/704
OCR 7658628033149930793 632/704
OCR 7658628033149930793 640/704
OCR 7658628033149930793 648/704
OCR 7658628033149930793 656/704
OCR 7658628033149930793 664/704
OCR 7658628033149930793 672/704
OCR 7658628033149930793 680/704
OCR 7658628033149930793 688/704
