Loading EasyOCR; transcript_count=12
OCR 7637487731915918598 8/169
OCR 7637487731915918598 16/169
OCR 7637487731915918598 24/169
OCR 7637487731915918598 32/169
OCR 7637487731915918598 40/169
OCR 7637487731915918598 48/169
OCR 7637487731915918598 56/169
OCR 7637487731915918598 64/169
OCR 7637487731915918598 72/169
OCR 7637487731915918598 80/169
OCR 7637487731915918598 88/169
OCR 7637487731915918598 96/169
OCR 7637487731915918598 104/169
OCR 7637487731915918598 112/169
OCR 7637487731915918598 120/169
OCR 7637487731915918598 128/169
OCR 7637487731915918598 136/169
OCR 7637487731915918598 144/169
OCR 7637487731915918598 152/169
OCR 7637487731915918598 160/169
OCR 7637487731915918598 168/169
OCR 7637487731915918598 169/169
DONE 1/12 7637487731915918598
OCR 7637924826572705065 8/175
OCR 7637924826572705065 16/175
OCR 7637924826572705065 24/175
OCR 7637924826572705065 32/175
OCR 7637924826572705065 40/175
OCR 7637924826572705065 48/175
OCR 7637924826572705065 56/175
OCR 7637924826572705065 64/175
OCR 7637924826572705065 72/175
OCR 7637924826572705065 80/175
OCR 7637924826572705065 88/175
OCR 7637924826572705065 96/175
OCR 7637924826572705065 104/175
OCR 7637924826572705065 112/175
OCR 7637924826572705065 120/175
OCR 7637924826572705065 128/175
OCR 7637924826572705065 136/175
OCR 7637924826572705065 144/175
OCR 7637924826572705065 152/175
OCR 7637924826572705065 160/175
OCR 7637924826572705065 168/175
OCR 7637924826572705065 175/175
DONE 2/12 7637924826572705065
OCR 7638280761396710682 8/183
OCR 7638280761396710682 16/183
OCR 7638280761396710682 24/183
OCR 7638280761396710682 32/183
OCR 7638280761396710682 40/183
OCR 7638280761396710682 48/183
OCR 7638280761396710682 56/183
OCR 7638280761396710682 64/183
OCR 7638280761396710682 72/183
OCR 7638280761396710682 80/183
OCR 7638280761396710682 88/183
OCR 7638280761396710682 96/183
OCR 7638280761396710682 104/183
OCR 7638280761396710682 112/183
OCR 7638280761396710682 120/183
OCR 7638280761396710682 128/183
OCR 7638280761396710682 136/183
OCR 7638280761396710682 144/183
OCR 7638280761396710682 152/183
OCR 7638280761396710682 160/183
OCR 7638280761396710682 168/183
OCR 7638280761396710682 176/183
OCR 7638280761396710682 183/183
DONE 3/12 7638280761396710682
OCR 7638664477021326643 8/197
OCR 7638664477021326643 16/197
OCR 7638664477021326643 24/197
OCR 7638664477021326643 32/197
OCR 7638664477021326643 40/197
OCR 7638664477021326643 48/197
OCR 7638664477021326643 56/197
OCR 7638664477021326643 64/197
OCR 7638664477021326643 72/197
OCR 7638664477021326643 80/197
OCR 7638664477021326643 88/197
OCR 7638664477021326643 96/197
OCR 7638664477021326643 104/197
OCR 7638664477021326643 112/197
OCR 7638664477021326643 120/197
OCR 7638664477021326643 128/197
OCR 7638664477021326643 136/197
OCR 7638664477021326643 144/197
OCR 7638664477021326643 152/197
OCR 7638664477021326643 160/197
OCR 7638664477021326643 168/197
OCR 7638664477021326643 176/197
OCR 7638664477021326643 184/197
OCR 7638664477021326643 192/197
OCR 7638664477021326643 197/197
DONE 4/12 7638664477021326643
OCR 7638975546461785384 8/206
OCR 7638975546461785384 16/206
OCR 7638975546461785384 24/206
OCR 7638975546461785384 32/206
OCR 7638975546461785384 40/206
OCR 7638975546461785384 48/206
OCR 7638975546461785384 56/206
OCR 7638975546461785384 64/206
OCR 7638975546461785384 72/206
OCR 7638975546461785384 80/206
OCR 7638975546461785384 88/206
OCR 7638975546461785384 96/206
OCR 7638975546461785384 104/206
OCR 7638975546461785384 112/206
OCR 7638975546461785384 120/206
OCR 7638975546461785384 128/206
OCR 7638975546461785384 136/206
OCR 7638975546461785384 144/206
OCR 7638975546461785384 152/206
OCR 7638975546461785384 160/206
OCR 7638975546461785384 168/206
OCR 7638975546461785384 176/206
OCR 7638975546461785384 184/206
OCR 7638975546461785384 192/206
OCR 7638975546461785384 200/206
OCR 7638975546461785384 206/206
DONE 5/12 7638975546461785384
OCR 7639313715996691762 8/195
OCR 7639313715996691762 16/195
OCR 7639313715996691762 24/195
OCR 7639313715996691762 32/195
OCR 7639313715996691762 40/195
OCR 7639313715996691762 48/195
OCR 7639313715996691762 56/195
OCR 7639313715996691762 64/195
OCR 7639313715996691762 72/195
OCR 7639313715996691762 80/195
